time	channel	seed	network	status	exit_code	seconds	log_file
2026-05-02 21:36:51	2ch	2024	DBN	failed	1	28	/data/mzy/LibEER/runs_all_datasets_few_channels/worker_runs/SEED/2ch/DBN/seed2024/logs/seed_de_lds_2ch_DBN_seed2024.log
