time	channel	seed	network	status	exit_code	seconds	log_file
2026-05-02 21:37:32	4ch	2024	CoralDgcnn	failed	1	18	/data/mzy/LibEER/runs_all_datasets_few_channels/worker_runs/SEED/4ch/CoralDgcnn/seed2024/logs/seed_de_lds_4ch_CoralDgcnn_seed2024.log
