time	channel	seed	network	status	exit_code	seconds	log_file
2026-05-02 21:37:54	4ch	2024	DBN	failed	1	20	/data/mzy/LibEER/runs_all_datasets_few_channels/worker_runs/SEED/4ch/DBN/seed2024/logs/seed_de_lds_4ch_DBN_seed2024.log
