time	channel	seed	network	status	exit_code	seconds	log_file
2026-05-02 21:37:29	2ch	2024	RGNN_official	failed	1	36	/data/mzy/LibEER/runs_all_datasets_few_channels/worker_runs/SEED/2ch/RGNN_official/seed2024/logs/seed_de_lds_2ch_RGNN_official_seed2024.log
