time	channel	seed	network	status	exit_code	seconds	log_file
2026-05-02 21:37:16	2ch	2024	PRRL	failed	1	13	/data/mzy/LibEER/runs_all_datasets_few_channels/worker_runs/SEED/2ch/PRRL/seed2024/logs/seed_de_lds_2ch_PRRL_seed2024.log
